runId,condition,repetition,status,functionalSuccess,finalSubmission,compilation,class,rejectsNullName,mechanism,nullNameTestsFailed,failingChecks,citedLines
i20-v10__generation_s__single_shot__none__r1,generation_s__single_shot__none,1,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:31: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:32: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:74: String name = selected.getTeamName();"
i20-v10__generation_s__single_shot__none__r2,generation_s__single_shot__none,2,completed,True,3,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:35: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:36: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:67: String name = player.getTeamName(); | ApoMarioHighscore.java:68: if (name == null || name.trim().length() == 0) name = ""Player"";"
i20-v10__generation_s__single_shot__none__r3,generation_s__single_shot__none,3,completed,True,1,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:72: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:73: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:84: String name = player.getTeamName(); | ApoMarioHighscore.java:86: if (name == null || name.trim().length() == 0) name = ""Player"";"
i20-v10__generation_s__single_shot__none__r4,generation_s__single_shot__none,4,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:39: String name = playerName == null ? ""Player"" : playerName.trim(); | ApoMarioHighscore.java:40: if (name.length() == 0) name = ""Player""; | ApoMarioHighscore.java:76: String name = best.getTeamName();"
i20-v10__generation_s__single_shot__none__r5,generation_s__single_shot__none,5,completed,True,2,pass,fallback,fail,recorded,0,,"ApoMarioHighscore.java:42: String name = playerName == null ? ""Unknown"" : playerName.trim(); | ApoMarioHighscore.java:80: String name = selected.getTeamName(); | ApoMarioHighscore.java:81: if ((name == null || name.trim().length() == 0) && selected.getAi() != null) name = selected.getAi().getTeamName(); | ApoMarioHighscore.java:82: if (name == null || name.trim().length() == 0) name = ""Human"";"
i20-v10__generation_s__single_shot__static__r1,generation_s__single_shot__static,1,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:97: String name = selected.getTeamName(); | ApoMarioHighscore.java:98: if (name == null || name.trim().length() == 0) name = ""Player"";"
i20-v10__generation_s__single_shot__static__r2,generation_s__single_shot__static,2,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:90: String name = player.getTeamName(); | ApoMarioHighscore.java:91: if (name == null || name.trim().length() == 0) name = ""Human"";"
i20-v10__generation_s__single_shot__static__r3,generation_s__single_shot__static,3,completed,True,2,pass,fallback,pass,recorded,0,,"ApoMarioMenu.java:542: if (name == null || name.length() == 0) name = ""Human""; | ApoMarioHighscore.java:49: String name = selected.getTeamName(); | ApoMarioHighscore.java:50: if (name == null || name.trim().length() == 0) name = ""Human"";"
i20-v10__generation_s__single_shot__static__r4,generation_s__single_shot__static,4,completed,True,1,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:95: String name = selected.getTeamName(); | ApoMarioHighscore.java:96: if (name == null || name.trim().length() == 0) name = ""Player"";"
i20-v10__generation_s__single_shot__static__r5,generation_s__single_shot__static,5,completed,True,3,pass,fallback,pass,recorded,0,,"ApoMarioHighscore.java:90: String name = validName(player.getTeamName()) ? player.getTeamName().trim() : ""Player"";"
